review_id,k,scale,fragility_score,fragility_class,fragility_frac_sig,fragility_top_dim,bias_n_detect,bias_concordance,bias_class,bias_egger_p,bias_tf_k0,pred_pi_ci_ratio,pred_discordance,pred_I2,pred_tau2,orb_score,orb_class,orb_excess_sig,repro_class,repro_oa_coverage,repro_rate_strict,overlap_max_jaccard,overlap_max_shared,composite_score,d1_fragility_norm,d2_bias_norm,d3_prediction_norm,d4_orb_norm,d5_repro_norm,d6_overlap_norm,grade
CD014428,6,difference,93.2,Robust,0.9319727891156463,Leave-One-Out,0,100,Suspected,0.2188,0,3.25,FALSE_REASSURANCE,89.8,36.1601,50.0,High_Risk,-0.93,no_extraction,0.1111111111111111,0.0,0.0455,1,66.7,93.2,100.0,55.0,50.0,11.1,90.9,B
CD014541,5,ratio,49.21,Unstable,0.49206349206349204,Bias Correction,0,100,Suspected,0.6305,1,2.37,FALSE_REASSURANCE,22.6,0.0377,0.0,Low_Risk,-0.54,no_extraction,0.14285714285714285,0.0,0.0185,1,72.1,49.2,100.0,72.6,100.0,14.3,96.3,B
CD014544,12,ratio,41.39,Unstable,0.0,Estimator,0,50,Clean,0.8703,0,2.16,CONCORDANT_NS,26.6,0.0768,10.0,Low_Risk,-0.3,no_extraction,0.0,0.0,0,0,68.0,41.4,100.0,76.8,90.0,0.0,100,B
CD014585,12,ratio,30.77,Unstable,0.46153846153846156,Estimator,1,100,Confirmed,0.1693,2,2.74,CONCORDANT_NS,71.5,0.0188,65.0,High_Risk,2.81,no_extraction,0.08108108108108109,0.0,0,0,54.4,30.8,87.5,65.2,35.0,8.1,100,C
CD014594,7,ratio,95.83,Robust,0.9583333333333334,Leave-One-Out,0,100,Clean,0.4203,0,3.06,CONCORDANT_SIG,69.4,0.0918,15.0,Low_Risk,-0.67,no_extraction,0.0,0.0,0,0,73.3,95.8,100.0,58.8,85.0,0.0,100,B
CD014617,3,ratio,58.33,Fragile,0.0,Leave-One-Out,0,0,unknown,1.0,0,7.42,CONCORDANT_NS,7.5,0.0038,20.0,Low_Risk,-0.23,no_extraction,0.0,0.0,0,0,56.4,58.3,100.0,0,80.0,0.0,100,C
CD014624,38,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,1,100,Confirmed,0.0314,4,1.63,CONCORDANT_SIG,3.9,0.0025,20.0,Low_Risk,-1.69,no_extraction,0.0,0.0,0,0,70.3,66.7,87.5,87.4,80.0,0.0,100,B
CD014666,6,ratio,76.87,Moderate,0.0,Leave-One-Out,0,75,Suspected,0.9625,0,3.03,CONCORDANT_NS,79.5,0.1265,80.0,High_Risk,2.74,no_extraction,0.2222222222222222,0.0,0,0,63.1,76.9,100.0,59.4,20.0,22.2,100,B
CD014678,10,ratio,43.72,Unstable,0.43722943722943725,Estimator,0,100,Suspected,0.418,1,1.94,FALSE_REASSURANCE,18.7,0.0094,10.0,Low_Risk,0.51,no_extraction,0.0,0.0,0,0,69.2,43.7,100.0,81.2,90.0,0.0,100,B
CD014688,4,difference,53.97,Fragile,0.08888888888888889,Bias Correction,0,0,unknown,1.0,0,4.81,CONCORDANT_NS,96.1,0.6906,30.0,Moderate_Risk,-0.55,no_extraction,0.0,0.0,0.0526,1,56.2,54.0,100.0,23.8,70.0,0.0,89.5,C
CD014713,5,ratio,56.35,Fragile,0.0,Bias Correction,0,25,Clean,0.6939,1,2.88,CONCORDANT_NS,48.7,0.068,20.0,Low_Risk,0.87,no_extraction,0.0,0.0,0,0,66.5,56.4,100.0,62.4,80.0,0.0,100,B
CD014722,6,ratio,59.18,Fragile,0.5918367346938775,Bias Correction,0,100,Suspected,0.4204,0,2.14,FALSE_REASSURANCE,21.1,0.0225,10.0,Low_Risk,-0.04,no_extraction,0.475,0.0,0.0476,5,77.4,59.2,100.0,77.2,90.0,47.5,90.5,B
CD014736,4,ratio,93.33,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.12,no_extraction,0.5,0.0,0,0,86.6,93.3,100.0,76.0,100.0,50.0,100,A
CD014741,13,ratio,25.85,Unstable,0.2585034013605442,Bias Correction,1,100,Confirmed,0.1309,2,2.54,FALSE_REASSURANCE,42.4,0.01,20.0,Low_Risk,-0.28,insufficient,0.27586206896551724,0.0,0.0385,3,63.7,25.9,87.5,69.2,80.0,27.6,92.3,B
CD014758,22,difference,68.12,Fragile,0.6811594202898551,Bias Correction,0,100,Suspected,0.3806,0,3.76,FALSE_REASSURANCE,60.3,0.0116,35.0,Moderate_Risk,0.04,no_extraction,0.24528301886792453,0.0,0.0189,2,66.4,68.1,100.0,44.8,65.0,24.5,96.2,B
CD014762,7,ratio,86.31,Moderate,0.0,Bias Correction,0,100,Suspected,0.7263,1,2.41,CONCORDANT_NS,46.4,0.0258,20.0,Low_Risk,0.48,no_extraction,0.2857142857142857,0.0,0,0,77.8,86.3,100.0,71.8,80.0,28.6,100,B
CD014763,9,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,50,Confirmed,0.0165,3,1.21,CONCORDANT_SIG,0.0,0.0,30.0,Moderate_Risk,3.28,no_extraction,0.13333333333333333,0.0,0.0161,1,69.6,66.7,75.0,95.8,70.0,13.3,96.8,B
CD014769,27,ratio,54.99,Fragile,0.5498866213151927,Bias Correction,0,100,Clean,0.8709,2,1.55,FALSE_REASSURANCE,4.4,0.0053,35.0,Moderate_Risk,1.29,insufficient,0.1111111111111111,0.3333333333333333,0.0143,1,69.5,55.0,100.0,89.0,65.0,11.1,97.1,B
CD014792,11,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.6602,0,1.15,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.68,no_extraction,0.15,0.0,0,0,85.3,100.0,100.0,97.0,100.0,15.0,100,A
CD014803,5,ratio,55.56,Fragile,0.0,Leave-One-Out,0,75,Suspected,0.8663,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.15,no_extraction,0.4,0.0,0,0,80.5,55.6,100.0,87.6,100.0,40.0,100,A
CD014811,4,ratio,93.33,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.44,CONCORDANT_NS,3.9,0.0253,0.0,Low_Risk,-0.41,insufficient,0.75,0.0,0.0052,1,89.7,93.3,100.0,71.2,100.0,75.0,99.0,A
CD014820,17,ratio,57.67,Fragile,0.0,Bias Correction,1,50,Confirmed,0.5537,3,2.06,CONCORDANT_NS,18.1,0.0106,45.0,Moderate_Risk,1.44,no_extraction,0.05785123966942149,0.0,0.0182,1,63.5,57.7,87.5,78.8,55.0,5.8,96.4,B
CD014833,5,ratio,66.14,Fragile,0.06084656084656084,Bias Correction,0,50,Discordant,0.2236,1,3.09,CONCORDANT_NS,59.8,0.0399,25.0,Moderate_Risk,-0.62,no_extraction,0.2,0.0,0.0333,1,68.8,66.1,100.0,58.2,75.0,20.0,93.3,B
CD014844,6,ratio,62.13,Fragile,0.031746031746031744,Bias Correction,1,50,Confirmed,0.3326,1,2.62,CONCORDANT_NS,48.2,0.1509,10.0,Low_Risk,0.41,no_extraction,0.0,0.0,0,0,67.9,62.1,87.5,67.6,90.0,0.0,100,B
CD014845,20,difference,64.4,Fragile,0.6439909297052154,Bias Correction,2,100,Confirmed,0.0173,5,1.88,CONCORDANT_SIG,11.6,0.0004,50.0,High_Risk,2.03,no_extraction,0.2,0.0,0,0,65.3,64.4,75.0,82.4,50.0,20.0,100,B
CD014852,4,ratio,65.4,Fragile,0.012698412698412698,Bias Correction,0,0,unknown,1.0,0,4.19,CONCORDANT_NS,70.9,0.3734,15.0,Low_Risk,-0.46,no_extraction,0.2,0.0,0.0256,1,66.9,65.4,100.0,36.2,85.0,20.0,94.9,B
CD014855,7,ratio,86.31,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.714,0,2.74,CONCORDANT_NS,51.2,0.3961,15.0,Low_Risk,0.77,no_extraction,0.0,0.0,0,0,72.8,86.3,100.0,65.2,85.0,0.0,100,B
CD014861,4,ratio,43.17,Unstable,0.044444444444444446,Bias Correction,0,0,unknown,1.0,0,3.92,CONCORDANT_NS,55.6,0.0299,15.0,Low_Risk,-0.38,no_extraction,1.0,0.0,0,0,78.3,43.2,100.0,41.6,85.0,100.0,100,B
CD014869,8,ratio,83.6,Moderate,0.0,Bias Correction,0,100,Suspected,0.6591,0,2.26,CONCORDANT_NS,44.0,0.0027,45.0,Moderate_Risk,1.66,no_extraction,0.0,0.0,0,0,68.9,83.6,100.0,74.8,55.0,0.0,100,B
CD014871,8,difference,65.96,Fragile,0.6596119929453262,Bias Correction,0,100,Clean,0.9334,0,2.9,FALSE_REASSURANCE,56.8,0.0072,15.0,Low_Risk,0.62,no_extraction,0.0,0.0,0,0,68.8,66.0,100.0,62.0,85.0,0.0,100,B
CD014872,13,ratio,69.05,Fragile,0.6904761904761905,Bias Correction,0,100,Clean,0.5029,1,2.71,CONCORDANT_SIG,39.3,0.0816,0.0,Low_Risk,-0.15,insufficient,0.0625,1.0,0.0182,1,72.9,69.0,100.0,65.8,100.0,6.2,96.4,B
CD014889,5,ratio,37.04,Unstable,0.37037037037037035,Bias Correction,0,100,Suspected,0.625,1,1.62,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.27,no_extraction,0.16666666666666666,0.0,0,0,73.6,37.0,100.0,87.6,100.0,16.7,100,B
CD014914,16,ratio,65.55,Fragile,0.6554621848739496,Bias Correction,2,100,Confirmed,0.0105,2,2.73,FALSE_REASSURANCE,44.2,0.0292,20.0,Low_Risk,-0.41,no_extraction,0.041666666666666664,0.0,0,0,65.0,65.5,75.0,65.4,80.0,4.2,100,B
CD014923,3,ratio,30.56,Unstable,0.3055555555555556,CI Method,0,0,unknown,1.0,0,9.72,FALSE_REASSURANCE,41.8,0.5174,0.0,Low_Risk,-0.85,no_extraction,0.3333333333333333,0.0,0,0,60.6,30.6,100.0,0,100.0,33.3,100,B
CD014932,7,difference,88.29,Moderate,0.11706349206349206,Estimator,0,100,Suspected,0.7725,1,3.04,CONCORDANT_NS,69.7,1.9648,25.0,Moderate_Risk,0.3,no_extraction,0.0,0.0,0,0,70.4,88.3,100.0,59.2,75.0,0.0,100,B
CD014935,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.08,no_extraction,0.0,0.0,0,0,62.5,75.0,100.0,0,100.0,0.0,100,B
CD014937,66,ratio,65.25,Fragile,0.652452025586354,Bias Correction,2,100,Confirmed,0.0027,0,5.35,FALSE_REASSURANCE,70.2,0.0991,65.0,High_Risk,16.37,insufficient,0.16666666666666666,0.3333333333333333,0.0137,1,50.4,65.2,75.0,13.0,35.0,16.7,97.3,C
CD014941,4,ratio,73.33,Moderate,0.7333333333333333,Bias Correction,0,0,unknown,1.0,0,2.32,CONCORDANT_SIG,2.9,0.0012,0.0,Low_Risk,0.13,major_discrepancy,0.75,0.6666666666666666,0,0,87.0,73.3,100.0,73.6,100.0,75.0,100,A
CD014944,3,ratio,48.81,Unstable,0.08333333333333333,Leave-One-Out,0,0,unknown,1.0,0,11.02,CONCORDANT_NS,65.5,0.1043,15.0,Low_Risk,0.87,no_extraction,0.6666666666666666,0.0,0,0,66.7,48.8,100.0,0,85.0,66.7,100,B
CD014959,5,ratio,51.85,Fragile,0.005291005291005291,Bias Correction,0,50,Discordant,0.1044,1,3.26,CONCORDANT_NS,78.0,0.4749,50.0,High_Risk,0.17,no_extraction,0.0,0.0,0,0,59.4,51.9,100.0,54.8,50.0,0.0,100,C
CD014960,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,7.69,CONCORDANT_NS,7.7,0.0817,0.0,Low_Risk,-0.3,no_extraction,0.0,0.0,0,0,62.5,75.0,100.0,0,100.0,0.0,100,B
CD014964,54,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,3,50,Confirmed,0.0,7,5.93,FALSE_REASSURANCE,74.5,0.0461,65.0,High_Risk,3.43,no_extraction,0.0,0.0,0.0126,2,43.8,66.7,62.5,1.4,35.0,0.0,97.5,C
CD014965,8,ratio,81.48,Moderate,0.8148148148148148,Bias Correction,0,100,Clean,0.8606,0,1.25,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,0.31,no_extraction,0.21428571428571427,0.0,0.0902,12,80.0,81.5,100.0,95.0,100.0,21.4,82.0,A
CD014966,28,ratio,75.59,Moderate,0.2441160372194855,Estimator,2,100,Confirmed,0.8622,4,4.38,CONCORDANT_NS,91.1,0.0386,90.0,High_Risk,7.81,no_extraction,0.39285714285714285,0.0,0.0189,1,54.7,75.6,75.0,32.4,10.0,39.3,96.2,C
CD014967,5,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.4401,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.4,no_extraction,0.17647058823529413,0.0,0,0,84.2,100.0,100.0,87.6,100.0,17.6,100,A
CD015003,10,ratio,5.77,Unstable,0.05772005772005772,Leave-One-Out,1,50,Confirmed,0.0175,3,2.24,FALSE_REASSURANCE,33.4,0.2923,10.0,Low_Risk,-1.88,no_extraction,0.0,0.0,0,0,59.7,5.8,87.5,75.2,90.0,0.0,100,C
CD015014,24,ratio,37.33,Unstable,0.0,Bias Correction,2,50,Confirmed,0.0743,5,1.06,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.76,no_extraction,0.041666666666666664,0.0,0.0273,3,65.0,37.3,75.0,98.8,80.0,4.2,94.5,B
CD015033,4,ratio,10.16,Unstable,0.10158730158730159,CI Method,0,0,unknown,1.0,0,2.73,FALSE_REASSURANCE,12.9,0.0047,15.0,Low_Risk,1.14,no_extraction,0.18181818181818182,0.0,0,0,63.1,10.2,100.0,65.4,85.0,18.2,100,B
CD015038,9,ratio,56.98,Fragile,0.5698412698412698,Bias Correction,1,100,Confirmed,0.2764,0,1.9,FALSE_REASSURANCE,16.5,0.3964,0.0,Low_Risk,0.5,no_extraction,0.14285714285714285,0.0,0.025,1,72.6,57.0,87.5,82.0,100.0,14.3,95.0,B
CD015040,7,difference,52.58,Fragile,0.051587301587301584,Bias Correction,1,50,Confirmed,0.0303,0,2.88,CONCORDANT_NS,62.8,0.2603,15.0,Low_Risk,-0.58,no_extraction,0.2857142857142857,0.0,0,0,69.3,52.6,87.5,62.4,85.0,28.6,100,B
CD015042,7,ratio,70.83,Moderate,0.0,Bias Correction,0,50,Discordant,0.1187,2,1.31,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.37,no_extraction,0.0,0.0,0,0,75.8,70.8,100.0,93.8,90.0,0.0,100,B
CD015064,4,ratio,63.49,Fragile,0.031746031746031744,Bias Correction,0,0,unknown,1.0,0,4.42,CONCORDANT_NS,81.0,0.1755,30.0,Moderate_Risk,-1.12,no_extraction,0.0,0.0,0,0,60.8,63.5,100.0,31.6,70.0,0.0,100,B
CD015083,67,difference,93.28,Robust,0.9327731092436975,Bias Correction,0,100,Suspected,0.2275,0,5.99,FALSE_REASSURANCE,59.4,0.0303,55.0,High_Risk,7.66,no_extraction,0.248,0.016129032258064516,0,0,60.5,93.3,100.0,0.2,45.0,24.8,100,B
CD015087,7,ratio,84.13,Moderate,0.07539682539682539,Leave-One-Out,0,100,Suspected,0.3814,0,2.35,CONCORDANT_NS,37.9,0.0917,20.0,Low_Risk,-0.27,no_extraction,0.0,0.0,0.0244,1,72.0,84.1,100.0,73.0,80.0,0.0,95.1,B
CD015120,5,ratio,94.44,Robust,0.0,Leave-One-Out,2,100,Confirmed,0.0421,2,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.16,no_extraction,0.3870967741935484,0.0,0.0625,6,80.5,94.4,75.0,87.6,100.0,38.7,87.5,A
CD015122,9,ratio,46.83,Unstable,0.46825396825396826,Bias Correction,1,50,Confirmed,0.0285,2,2.18,FALSE_REASSURANCE,26.1,0.1527,0.0,Low_Risk,0.94,no_extraction,0.0,0.0,0.0323,1,67.4,46.8,87.5,76.4,100.0,0.0,93.5,B
CD015124,8,ratio,96.3,Robust,0.9629629629629629,Leave-One-Out,0,100,Suspected,0.1867,1,1.25,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-0.78,no_extraction,0.48,0.0,0,0,89.9,96.3,100.0,95.0,100.0,48.0,100,A
CD015134,6,ratio,82.77,Moderate,0.17233560090702948,Leave-One-Out,0,100,Clean,0.8153,0,2.02,CONCORDANT_NS,17.3,0.0067,20.0,Low_Risk,0.12,no_extraction,0.3333333333333333,0.0,0.1765,3,73.4,82.8,100.0,79.6,80.0,33.3,64.7,B
CD015140,5,ratio,66.67,Fragile,0.0,Bias Correction,0,50,Discordant,0.828,1,3.02,CONCORDANT_NS,55.3,0.0904,25.0,Moderate_Risk,0.73,no_extraction,0.0,0.0,0,0,66.9,66.7,100.0,59.6,75.0,0.0,100,B
CD015145,3,ratio,88.89,Moderate,0.1111111111111111,CI Method,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.53,no_extraction,0.2857142857142857,0.0,0.02,1,68.9,88.9,100.0,0,100.0,28.6,96.0,B
CD015160,4,ratio,15.56,Unstable,0.2222222222222222,Leave-One-Out,0,0,unknown,1.0,0,2.2,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.71,no_extraction,0.0,0.0,0.037,1,64.0,15.6,100.0,76.0,100.0,0.0,92.6,B
CD015192,6,ratio,80.95,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.8267,0,2.17,CONCORDANT_NS,22.5,0.3275,0.0,Low_Risk,-0.23,no_extraction,0.0,0.0,0,0,76.3,81.0,100.0,76.6,100.0,0.0,100,B
CD015213,12,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Clean,0.9239,1,1.14,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-1.67,no_extraction,0.17647058823529413,0.0,0,0,80.3,66.7,100.0,97.2,100.0,17.6,100,A
CD015215,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.24,no_extraction,0.0,0.0,0.125,3,60.8,100.0,100.0,0,90.0,0.0,75.0,B
CD015219,18,ratio,37.59,Unstable,0.37593984962406013,Bias Correction,0,50,Discordant,0.1616,0,3.44,FALSE_REASSURANCE,63.8,0.0844,35.0,Moderate_Risk,0.49,no_extraction,0.5128205128205128,0.0,0.0062,1,67.3,37.6,100.0,51.2,65.0,51.3,98.8,B
CD015229,9,difference,100.0,Robust,1.0,Estimator,1,100,Clean,0.0673,2,2.32,CONCORDANT_SIG,39.2,133.9189,20.0,Low_Risk,-2.39,no_extraction,0.0,0.0,0.0294,1,72.5,100.0,87.5,73.6,80.0,0.0,94.1,B
CD015252,7,ratio,31.55,Unstable,0.31547619047619047,Bias Correction,2,100,Confirmed,0.0208,3,1.31,CONCORDANT_SIG,0.0,0.0,10.0,Low_Risk,-1.05,no_extraction,0.0,0.0,0.125,3,60.9,31.6,75.0,93.8,90.0,0.0,75.0,B
CD015254,10,ratio,31.6,Unstable,0.31601731601731603,Estimator,0,100,Suspected,0.4914,0,2.98,FALSE_REASSURANCE,63.5,0.0129,65.0,High_Risk,2.58,no_extraction,0.0,0.0,0.1111,4,50.8,31.6,100.0,60.4,35.0,0.0,77.8,C
CD015255,7,ratio,8.53,Unstable,0.08531746031746032,Leave-One-Out,2,50,Confirmed,0.0195,1,3.12,FALSE_REASSURANCE,81.5,0.0806,50.0,High_Risk,-0.04,no_extraction,0.0,0.0,0.1111,4,44.8,8.5,75.0,57.6,50.0,0.0,77.8,C
CD015284,5,ratio,23.54,Unstable,0.23544973544973544,Leave-One-Out,0,50,Discordant,0.2242,1,3.31,FALSE_REASSURANCE,70.8,0.1602,15.0,Low_Risk,0.41,no_extraction,0.1,0.0,0.0256,1,61.2,23.5,100.0,53.8,85.0,10.0,94.9,B
CD015314,21,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,3,100,Confirmed,0.0046,3,3.64,FALSE_REASSURANCE,68.1,0.1108,35.0,Moderate_Risk,0.01,insufficient,0.39285714285714285,0.18181818181818182,0,0,63.4,66.7,62.5,47.2,65.0,39.3,100,B
CD015326,16,difference,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Suspected,0.4918,1,2.07,FALSE_REASSURANCE,17.9,0.0009,10.0,Low_Risk,0.61,no_extraction,0.25,0.0,0.0316,3,75.7,66.7,100.0,78.6,90.0,25.0,93.7,B
CD015328,27,difference,22.05,Unstable,0.2205215419501134,Estimator,0,100,Suspected,0.1396,1,3.84,FALSE_REASSURANCE,71.9,0.0307,65.0,High_Risk,3.36,no_extraction,0.3076923076923077,0.0,0.0095,2,54.9,22.1,100.0,43.2,35.0,30.8,98.1,C
CD015330,11,difference,72.22,Moderate,0.0,Bias Correction,0,50,Discordant,0.5279,1,1.15,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,0.61,no_extraction,0.3333333333333333,0.0,0,0,80.4,72.2,100.0,97.0,80.0,33.3,100,A
CD015331,48,ratio,75.51,Moderate,0.7551020408163265,Bias Correction,0,100,Clean,0.6217,0,1.03,CONCORDANT_SIG,0.0,0.0,20.0,Low_Risk,0.07,no_extraction,0.0196078431372549,0.0,0.0112,1,75.8,75.5,100.0,99.4,80.0,2.0,97.8,B
CD015332,5,ratio,94.44,Robust,0.05555555555555555,Leave-One-Out,0,100,Clean,0.6862,0,1.62,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.36,no_extraction,0.0,0.0,0,0,78.7,94.4,100.0,87.6,90.0,0.0,100,B
CD015350,9,ratio,91.43,Robust,0.0380952380952381,Leave-One-Out,0,100,Clean,0.9268,0,2.84,CONCORDANT_NS,58.4,0.6689,50.0,High_Risk,1.22,no_extraction,0.058823529411764705,0.0,0.0128,1,68.0,91.4,100.0,63.2,50.0,5.9,97.4,B
CD015373,5,ratio,71.43,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.6619,0,2.02,CONCORDANT_NS,10.9,0.197,0.0,Low_Risk,-0.19,no_extraction,0.0,0.0,0,0,75.2,71.4,100.0,79.6,100.0,0.0,100,B
CD015383,5,difference,51.85,Fragile,0.5185185185185185,Bias Correction,0,100,Suspected,0.6572,0,1.62,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,0.19,no_extraction,0.6666666666666666,0.0,0,0,84.4,51.9,100.0,87.6,100.0,66.7,100,A
CD015387,21,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,100,Confirmed,0.0487,4,1.98,CONCORDANT_SIG,12.6,0.0076,35.0,Moderate_Risk,1.33,no_extraction,0.047619047619047616,0.0,0.0127,1,64.9,66.7,75.0,80.4,65.0,4.8,97.5,B
CD015395,4,ratio,77.78,Moderate,0.7777777777777778,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-0.74,no_extraction,0.0,0.0,0,0,75.6,77.8,100.0,76.0,100.0,0.0,100,B
CD015432,8,ratio,51.85,Fragile,0.003527336860670194,Bias Correction,0,50,Discordant,0.1709,0,2.92,CONCORDANT_NS,75.0,0.1459,75.0,High_Risk,2.26,no_extraction,0.07692307692307693,0.0,0,0,57.7,51.9,100.0,61.6,25.0,7.7,100,C
CD015443,19,ratio,68.33,Fragile,0.6833333333333333,Bias Correction,0,100,Clean,0.498,3,3.2,FALSE_REASSURANCE,51.4,0.2037,40.0,Moderate_Risk,1.95,no_extraction,0.05263157894736842,0.0,0.1491,17,60.0,68.3,100.0,56.0,60.0,5.3,70.2,B
CD015448,7,difference,68.85,Fragile,0.01984126984126984,Bias Correction,1,50,Confirmed,0.0851,1,2.27,CONCORDANT_NS,29.9,2.8437,20.0,Low_Risk,-1.38,no_extraction,0.15384615384615385,0.0,0.0556,1,69.2,68.8,87.5,74.6,80.0,15.4,88.9,B
CD015476,15,ratio,68.55,Fragile,0.685515873015873,Bias Correction,2,100,Confirmed,0.4264,2,3.31,FALSE_REASSURANCE,64.0,0.012,65.0,High_Risk,2.41,no_extraction,0.06666666666666667,0.0,0.0156,1,56.0,68.5,75.0,53.8,35.0,6.7,96.9,C
CD015514,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,9.43,CONCORDANT_NS,36.8,0.1234,0.0,Low_Risk,0.65,no_extraction,0.0,0.0,0,0,62.5,75.0,100.0,0,100.0,0.0,100,B
CD015518,12,difference,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Suspected,0.7313,3,3.57,FALSE_REASSURANCE,77.1,0.1556,30.0,Moderate_Risk,-3.19,no_extraction,0.12087912087912088,0.0,0.15,3,61.2,66.7,100.0,48.6,70.0,12.1,70.0,B
CD015520,5,difference,42.59,Unstable,0.42592592592592593,Leave-One-Out,0,100,Suspected,0.5169,1,1.62,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.35,no_extraction,0.25,0.0,0.0385,1,74.6,42.6,100.0,87.6,100.0,25.0,92.3,B
CD015524,4,ratio,93.33,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.38,no_extraction,0.3333333333333333,0.0,0.027,1,82.9,93.3,100.0,76.0,100.0,33.3,94.6,A
CD015532,11,ratio,66.8,Fragile,0.08597883597883597,Leave-One-Out,1,75,Confirmed,0.0548,1,2.87,CONCORDANT_NS,52.6,0.1123,45.0,Moderate_Risk,2.71,no_extraction,0.16666666666666666,0.0,0.0064,1,64.5,66.8,87.5,62.6,55.0,16.7,98.7,B
CD015536,10,ratio,82.54,Moderate,0.023088023088023088,Bias Correction,0,100,Suspected,0.7595,0,2.62,CONCORDANT_NS,44.5,0.4929,15.0,Low_Risk,1.22,no_extraction,0.13333333333333333,0.0,0.0435,1,73.3,82.5,100.0,67.6,85.0,13.3,91.3,B
CD015551,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.24,no_extraction,0.3333333333333333,0.0,0.1667,2,60.8,75.0,100.0,0,90.0,33.3,66.7,B
CD015573,4,ratio,66.67,Fragile,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.56,no_extraction,0.0,0.0,0,0,73.8,66.7,100.0,76.0,100.0,0.0,100,B
CD015584,13,ratio,66.67,Fragile,0.0,Bias Correction,2,50,Confirmed,0.0276,0,2.66,CONCORDANT_NS,42.0,0.0006,50.0,High_Risk,2.24,no_extraction,0.0,0.0,0,0,59.7,66.7,75.0,66.8,50.0,0.0,100,C
CD015588,16,ratio,68.63,Fragile,0.6862745098039216,Bias Correction,0,100,Clean,0.7089,1,2.14,FALSE_REASSURANCE,21.2,0.0065,20.0,Low_Risk,-0.85,insufficient,0.16666666666666666,0.2,0,0,73.7,68.6,100.0,77.2,80.0,16.7,100,B
CD015636,5,ratio,77.78,Moderate,0.7777777777777778,Bias Correction,0,100,Clean,0.9528,1,1.62,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,0.7,minor_discrepancy,1.0,0.0,0,0,94.2,77.8,100.0,87.6,100.0,100.0,100,A
CD015673,14,ratio,91.85,Robust,0.08148148148148149,Leave-One-Out,0,100,Suspected,0.5471,0,1.11,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.97,no_extraction,0.2,0.0,0.0194,2,81.0,91.8,100.0,97.8,80.0,20.0,96.1,A
