review_id,k,scale,fragility_score,fragility_class,fragility_frac_sig,fragility_top_dim,bias_n_detect,bias_concordance,bias_class,bias_egger_p,bias_tf_k0,pred_pi_ci_ratio,pred_discordance,pred_I2,pred_tau2,orb_score,orb_class,orb_excess_sig,repro_class,repro_oa_coverage,repro_rate_strict,overlap_max_jaccard,overlap_max_shared,composite_score,d1_fragility_norm,d2_bias_norm,d3_prediction_norm,d4_orb_norm,d5_repro_norm,d6_overlap_norm,grade
CD006839,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.21,no_extraction,0.0,0.0,0,0,66.7,100.0,100.0,0,100.0,0.0,100,B
CD006913,29,ratio,30.85,Unstable,0.30846560846560844,Bias Correction,2,50,Confirmed,0.0129,2,3.99,FALSE_REASSURANCE,70.7,0.0073,35.0,Moderate_Risk,-1.1,no_extraction,0.27586206896551724,0.0,0.0167,1,55.9,30.9,75.0,40.2,65.0,27.6,96.7,C
CD006919,19,ratio,62.38,Fragile,0.6238095238095238,Bias Correction,0,50,Discordant,0.3323,0,2.58,FALSE_REASSURANCE,26.8,0.12,0.0,Low_Risk,-0.02,no_extraction,0.03571428571428571,0.0,0.0398,8,71.1,62.4,100.0,68.4,100.0,3.6,92.0,B
CD006942,4,ratio,27.62,Unstable,0.13333333333333333,Leave-One-Out,0,0,unknown,1.0,0,4.19,CONCORDANT_NS,70.2,0.2096,15.0,Low_Risk,-0.17,no_extraction,0.058823529411764705,0.0,0,0,59.1,27.6,100.0,36.2,85.0,5.9,100,C
CD006982,4,ratio,69.52,Fragile,0.0,Leave-One-Out,0,0,unknown,1.0,0,3.6,CONCORDANT_NS,43.5,0.2434,0.0,Low_Risk,-0.13,no_extraction,0.2,0.0,0,0,72.9,69.5,100.0,48.0,100.0,20.0,100,B
CD007024,18,ratio,91.23,Robust,0.07017543859649122,Leave-One-Out,0,100,Suspected,0.703,2,1.08,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.1,no_extraction,0.0,0.0,0,0,78.3,91.2,100.0,98.4,80.0,0.0,100,B
CD007026,7,ratio,87.5,Moderate,0.041666666666666664,Leave-One-Out,0,100,Suspected,0.2644,1,1.31,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.22,no_extraction,0.0,0.0,0,0,78.5,87.5,100.0,93.8,90.0,0.0,100,B
CD007079,10,ratio,7.65,Unstable,0.07647907647907648,Leave-One-Out,2,50,Confirmed,0.0159,3,2.54,FALSE_REASSURANCE,55.9,0.0426,35.0,Moderate_Risk,0.58,no_extraction,0.05263157894736842,0.0,0,0,53.7,7.7,75.0,69.2,65.0,5.3,100,C
CD007130,26,ratio,58.32,Fragile,0.12051734273956496,Bias Correction,0,50,Discordant,0.2309,2,3.23,CONCORDANT_NS,47.5,0.0035,30.0,Moderate_Risk,0.76,no_extraction,0.03571428571428571,0.0,0.0286,1,63.6,58.3,100.0,55.4,70.0,3.6,94.3,B
CD007156,3,ratio,36.11,Unstable,0.3611111111111111,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.48,no_extraction,0.1956521739130435,0.0,0.0164,1,58.7,36.1,100.0,0,100.0,19.6,96.7,C
CD007310,7,ratio,95.83,Robust,0.0,Bias Correction,0,100,Clean,0.9797,0,1.31,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.3,major_discrepancy,0.3157894736842105,1.0,0,0,86.9,95.8,100.0,93.8,100.0,31.6,100,A
CD007374,6,ratio,95.24,Robust,0.047619047619047616,Leave-One-Out,0,100,Suspected,0.5967,0,1.42,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.23,no_extraction,0.0,0.0,0.0833,1,78.4,95.2,100.0,91.6,100.0,0.0,83.3,B
CD007491,8,ratio,83.95,Moderate,0.02821869488536155,Leave-One-Out,0,100,Suspected,0.4626,1,2.45,CONCORDANT_NS,41.2,0.0507,20.0,Low_Risk,0.69,no_extraction,0.25,0.0,0,0,76.7,84.0,100.0,71.0,80.0,25.0,100,B
CD007569,6,ratio,79.37,Moderate,0.1111111111111111,Leave-One-Out,0,100,Suspected,0.6291,0,1.9,CONCORDANT_NS,11.9,0.0031,10.0,Low_Risk,-0.54,no_extraction,0.0,0.0,0.0385,1,73.9,79.4,100.0,82.0,90.0,0.0,92.3,B
CD007572,10,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,100,Confirmed,0.0862,0,3.04,FALSE_REASSURANCE,64.5,0.0075,15.0,Low_Risk,0.2,no_extraction,0.08333333333333333,0.0,0,0,65.7,66.7,75.0,59.2,85.0,8.3,100,B
CD007639,5,ratio,34.92,Unstable,0.010582010582010581,Leave-One-Out,0,25,Discordant,0.3556,0,3.3,CONCORDANT_NS,69.4,0.1657,30.0,Moderate_Risk,1.84,no_extraction,0.0,0.0,0,0,59.8,34.9,100.0,54.0,70.0,0.0,100,C
CD007674,28,ratio,55.17,Fragile,0.5517241379310345,Bias Correction,3,50,Confirmed,0.0179,0,4.61,FALSE_REASSURANCE,78.7,0.2472,80.0,High_Risk,4.36,no_extraction,0.2,0.0,0,0,47.6,55.2,62.5,27.8,20.0,20.0,100,C
CD007784,13,ratio,100.0,Robust,1.0,Estimator,1,100,Suspected,0.0103,2,2.39,CONCORDANT_SIG,38.9,0.0072,50.0,High_Risk,3.49,no_extraction,0.037037037037037035,0.0,0.0196,1,68.2,100.0,87.5,72.2,50.0,3.7,96.1,B
CD007809,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.24,no_extraction,0.2222222222222222,0.0,0,0,69.0,91.7,100.0,0,100.0,22.2,100,B
CD007859,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,10.13,CONCORDANT_NS,48.0,0.0782,0.0,Low_Risk,-0.28,no_extraction,0.07692307692307693,0.0,0.0278,1,65.6,91.7,100.0,0,100.0,7.7,94.4,B
CD007872,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,8.77,CONCORDANT_NS,22.7,0.0038,0.0,Low_Risk,-0.4,no_extraction,0.3333333333333333,0.0,0.125,1,66.7,91.7,100.0,0,100.0,33.3,75.0,B
CD007895,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.11,no_extraction,0.2,0.0,0,0,65.8,75.0,100.0,0,100.0,20.0,100,B
CD007896,35,ratio,67.59,Fragile,0.6759259259259259,Bias Correction,1,100,Confirmed,0.0986,4,1.04,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,0.77,insufficient,0.28705882352941176,0.04918032786885246,0.0133,1,80.1,67.6,87.5,99.2,100.0,28.7,97.3,A
CD008063,50,difference,66.67,Fragile,0.6666666666666666,Bias Correction,2,50,Confirmed,0.0014,4,4.14,FALSE_REASSURANCE,35.2,0.0129,10.0,Low_Risk,-0.57,no_extraction,0.5067567567567568,0.04,0.0194,2,69.3,66.7,75.0,37.2,90.0,50.7,96.1,B
CD008145,6,ratio,48.53,Unstable,0.4852607709750567,Bias Correction,3,50,Confirmed,0.0009,0,3.39,FALSE_REASSURANCE,89.4,0.0359,65.0,High_Risk,1.03,insufficient,0.8333333333333334,0.1,0.04,2,62.3,48.5,62.5,52.2,35.0,83.3,92.0,B
CD008165,13,ratio,25.62,Unstable,0.2562358276643991,Bias Correction,0,100,Suspected,0.4447,1,3.53,FALSE_REASSURANCE,83.6,0.0785,65.0,High_Risk,1.34,insufficient,0.38461538461538464,0.2,0.0286,3,57.1,25.6,100.0,49.4,35.0,38.5,94.3,C
CD008176,38,ratio,65.81,Fragile,0.0,Bias Correction,1,50,Confirmed,0.0901,5,1.03,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-1.14,insufficient,0.16793893129770993,0.18181818181818182,0.0114,1,74.5,65.8,87.5,99.4,80.0,16.8,97.7,B
CD008237,6,ratio,62.59,Fragile,0.6258503401360545,Bias Correction,1,100,Confirmed,0.1432,1,2.71,FALSE_REASSURANCE,53.2,0.0644,50.0,High_Risk,1.52,no_extraction,0.16666666666666666,0.0,0,0,63.8,62.6,87.5,65.8,50.0,16.7,100,B
CD008309,4,ratio,20.95,Unstable,0.20952380952380953,Bias Correction,0,0,unknown,1.0,0,3.18,FALSE_REASSURANCE,27.4,0.0689,0.0,Low_Risk,-0.32,insufficient,0.375,0.2222222222222222,0,0,69.1,20.9,100.0,56.4,100.0,37.5,100,B
CD008349,68,difference,47.85,Unstable,0.47849091327352195,Bias Correction,1,50,Confirmed,0.2235,2,6.63,FALSE_REASSURANCE,68.4,0.2229,65.0,High_Risk,8.08,no_extraction,0.2111111111111111,0.0,0.0126,2,48.2,47.9,87.5,0,35.0,21.1,97.5,C
CD008469,11,ratio,69.44,Fragile,0.0,Leave-One-Out,0,100,Suspected,0.9909,0,1.15,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.28,insufficient,0.5,0.0,0,0,86.1,69.4,100.0,97.0,100.0,50.0,100,A
CD008493,10,ratio,65.37,Fragile,0.012987012987012988,Bias Correction,1,50,Confirmed,0.19,2,2.67,CONCORDANT_NS,53.4,0.0299,50.0,High_Risk,1.03,no_extraction,0.0,0.0,0.0132,1,61.1,65.4,87.5,66.6,50.0,0.0,97.4,B
CD008552,5,ratio,69.58,Fragile,0.30423280423280424,Estimator,2,100,Confirmed,0.0352,2,3.1,CONCORDANT_NS,63.6,0.2673,25.0,Moderate_Risk,0.47,no_extraction,0.6071428571428571,0.0,0.0316,3,72.0,69.6,75.0,58.0,75.0,60.7,93.7,B
CD008564,12,ratio,59.71,Fragile,0.40293040293040294,Bias Correction,1,100,Confirmed,0.0334,0,1.19,CONCORDANT_NS,0.7,0.0007,0.0,Low_Risk,0.35,insufficient,0.3508771929824561,0.0,0,0,79.7,59.7,87.5,96.2,100.0,35.1,100,B
CD008628,9,ratio,70.0,Moderate,0.0,Bias Correction,0,50,Discordant,0.4968,1,1.21,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.43,no_extraction,0.3333333333333333,0.0,0,0,83.2,70.0,100.0,95.8,100.0,33.3,100,A
CD008688,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.13,no_extraction,0.0,0.0,0,0,63.6,91.7,100.0,0,90.0,0.0,100,B
CD008709,31,ratio,62.15,Fragile,0.6215277777777778,Bias Correction,0,100,Suspected,0.3918,1,1.04,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-1.77,no_extraction,0.0,0.0,0.0211,2,76.2,62.1,100.0,99.2,100.0,0.0,95.8,B
CD008858,63,ratio,100.0,Robust,1.0,Estimator,1,100,Confirmed,0.2195,1,6.13,FALSE_REASSURANCE,96.3,0.3548,50.0,High_Risk,-2.91,insufficient,0.02654867256637168,0.3333333333333333,0,0,56.7,100.0,87.5,0,50.0,2.7,100,C
CD008879,8,ratio,24.34,Unstable,0.24338624338624337,Leave-One-Out,0,100,Suspected,0.199,2,1.25,FALSE_REASSURANCE,0.0,0.0,10.0,Low_Risk,0.19,no_extraction,0.23529411764705882,0.0,0.05,1,70.5,24.3,100.0,95.0,90.0,23.5,90.0,B
CD008940,4,ratio,33.33,Unstable,0.13333333333333333,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.1,no_extraction,0.09302325581395349,0.0,0.0208,1,69.1,33.3,100.0,76.0,100.0,9.3,95.8,B
CD009022,9,ratio,57.78,Fragile,0.5777777777777777,Bias Correction,0,100,Clean,0.7472,0,1.21,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-0.32,insufficient,0.09090909090909091,1.0,0.0333,1,76.0,57.8,100.0,95.8,100.0,9.1,93.3,B
CD009102,5,ratio,77.78,Moderate,0.16666666666666666,Leave-One-Out,0,100,Clean,0.8676,1,2.92,CONCORDANT_NS,57.1,0.1144,35.0,Moderate_Risk,-0.41,no_extraction,0.0,0.0,0,0,67.4,77.8,100.0,61.6,65.0,0.0,100,B
CD009235,31,ratio,66.67,Fragile,0.0,Bias Correction,1,50,Confirmed,0.1314,4,1.04,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-1.09,no_extraction,0.03260869565217391,0.0,0.0143,1,72.3,66.7,87.5,99.2,80.0,3.3,97.1,B
CD009252,14,ratio,92.7,Robust,0.07301587301587302,Leave-One-Out,0,100,Suspected,0.7221,0,2.65,CONCORDANT_NS,42.3,0.1747,40.0,Moderate_Risk,2.24,no_extraction,0.0,0.0,0.0385,3,68.7,92.7,100.0,67.0,60.0,0.0,92.3,B
CD009298,11,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.7737,2,1.67,CONCORDANT_NS,9.7,0.0046,10.0,Low_Risk,0.46,no_extraction,0.18181818181818182,0.0,0,0,82.5,100.0,100.0,86.6,90.0,18.2,100,A
CD009362,27,ratio,100.0,Robust,1.0,Estimator,0,100,Clean,0.9311,1,1.8,CONCORDANT_SIG,7.5,0.0607,0.0,Low_Risk,-1.26,insufficient,0.20833333333333334,0.2,0.0189,1,83.5,100.0,100.0,84.0,100.0,20.8,96.2,A
CD009417,5,ratio,29.37,Unstable,0.05555555555555555,Bias Correction,1,50,Confirmed,0.0943,1,2.68,CONCORDANT_NS,33.7,0.0438,10.0,Low_Risk,-0.44,no_extraction,0.0,0.0,0,0,62.2,29.4,87.5,66.4,90.0,0.0,100,B
CD009508,10,ratio,18.9,Unstable,0.18903318903318903,CI Method,1,50,Confirmed,0.1183,0,2.79,FALSE_REASSURANCE,59.8,0.5647,55.0,High_Risk,2.36,no_extraction,0.14285714285714285,0.2,0.0385,3,53.7,18.9,87.5,64.2,45.0,14.3,92.3,C
CD009531,8,ratio,66.67,Fragile,0.0,Bias Correction,2,50,Confirmed,0.0273,0,1.25,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.6,no_extraction,0.23529411764705882,0.0,0.0217,1,76.0,66.7,75.0,95.0,100.0,23.5,95.7,B
CD009535,9,ratio,46.03,Unstable,0.4603174603174603,Bias Correction,1,50,Confirmed,0.2507,1,3.2,FALSE_REASSURANCE,83.7,0.0466,65.0,High_Risk,1.52,no_extraction,0.2222222222222222,0.0,0.0165,2,57.2,46.0,87.5,56.0,35.0,22.2,96.7,C
CD009609,8,ratio,55.38,Fragile,0.5537918871252204,Leave-One-Out,0,100,Clean,0.8581,1,2.4,FALSE_REASSURANCE,42.0,0.0877,30.0,Moderate_Risk,0.16,no_extraction,0.0,0.0,0.0051,1,66.1,55.4,100.0,72.0,70.0,0.0,99.0,B
CD009679,24,ratio,89.27,Moderate,0.019682539682539683,Leave-One-Out,0,100,Suspected,0.6985,0,3.2,CONCORDANT_NS,50.8,0.4996,25.0,Moderate_Risk,0.35,no_extraction,0.0,0.0,0.037,1,68.8,89.3,100.0,56.0,75.0,0.0,92.6,B
CD009730,10,ratio,45.45,Unstable,0.03318903318903319,Leave-One-Out,0,50,Discordant,0.5296,0,1.6,CONCORDANT_NS,8.4,0.1151,0.0,Low_Risk,-0.27,no_extraction,0.0,0.0,0,0,72.2,45.5,100.0,88.0,100.0,0.0,100,B
CD009749,25,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.5237,2,1.06,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,0.21,no_extraction,0.0,0.0,0.0282,2,80.5,100.0,100.0,98.8,90.0,0.0,94.4,A
CD009788,5,ratio,20.9,Unstable,0.20899470899470898,CI Method,0,100,Suspected,0.1808,2,1.97,FALSE_REASSURANCE,6.0,0.0116,10.0,Low_Risk,-0.13,no_extraction,0.0,0.0,0.0769,1,62.7,20.9,100.0,80.6,90.0,0.0,84.6,B
CD009945,3,ratio,22.22,Unstable,0.2222222222222222,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.74,no_extraction,0.3333333333333333,0.0,0,0,59.3,22.2,100.0,0,100.0,33.3,100,C
CD010001,25,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Suspected,0.1853,2,2.54,FALSE_REASSURANCE,21.3,0.0295,25.0,Moderate_Risk,1.99,no_extraction,0.06451612903225806,0.0,0.0282,2,68.6,66.7,100.0,69.2,75.0,6.5,94.4,B
CD010145,9,ratio,73.33,Moderate,0.7333333333333333,Bias Correction,1,100,Confirmed,0.0466,0,1.21,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-1.6,no_extraction,0.0,0.0,0,0,76.1,73.3,87.5,95.8,100.0,0.0,100,B
CD010189,6,ratio,62.59,Fragile,0.0,Bias Correction,0,50,Discordant,0.4409,0,2.41,CONCORDANT_NS,33.7,0.0237,0.0,Low_Risk,0.59,no_extraction,0.16666666666666666,0.0,0,0,75.2,62.6,100.0,71.8,100.0,16.7,100,B
CD010216,7,ratio,87.5,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.7599,1,1.31,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.25,insufficient,0.2682926829268293,0.09090909090909091,0.0319,3,82.0,87.5,100.0,93.8,90.0,26.8,93.6,A
CD010290,7,ratio,93.06,Robust,0.06944444444444445,CI Method,0,100,Suspected,0.5168,1,1.31,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.45,no_extraction,0.16666666666666666,0.0,0,0,83.9,93.1,100.0,93.8,100.0,16.7,100,A
CD010441,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.36,no_extraction,0.0,0.0,0,0,65.3,91.7,100.0,0,100.0,0.0,100,B
CD010533,3,ratio,22.22,Unstable,0.2222222222222222,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.86,no_extraction,0.0,0.0,0.1875,3,47.5,22.2,100.0,0,100.0,0.0,62.5,C
CD010583,3,ratio,72.62,Moderate,0.08333333333333333,Leave-One-Out,0,0,unknown,1.0,0,10.79,CONCORDANT_NS,66.1,0.5956,15.0,Low_Risk,0.37,no_extraction,0.1,0.0,0.0455,1,59.8,72.6,100.0,0,85.0,10.0,90.9,C
CD010779,5,difference,77.78,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.6787,0,2.35,CONCORDANT_NS,21.8,0.0298,0.0,Low_Risk,-0.19,no_extraction,0.0,0.0,0,0,75.1,77.8,100.0,73.0,100.0,0.0,100,B
CD010856,12,difference,68.99,Fragile,0.6898656898656899,Bias Correction,1,100,Confirmed,0.4804,0,3.92,FALSE_REASSURANCE,98.4,0.55,50.0,High_Risk,-2.0,no_extraction,0.0,0.0,0.0179,1,57.4,69.0,87.5,41.6,50.0,0.0,96.4,C
CD010966,67,ratio,100.0,Robust,1.0,Estimator,1,100,Suspected,0.1487,6,1.02,CONCORDANT_SIG,0.0,0.0,10.0,Low_Risk,-2.27,no_extraction,0.0,0.0,0,0,79.5,100.0,87.5,99.6,90.0,0.0,100,B
CD011039,5,ratio,67.99,Fragile,0.010582010582010581,Bias Correction,0,50,Discordant,0.4515,0,3.33,CONCORDANT_NS,77.0,0.2468,40.0,Moderate_Risk,0.99,no_extraction,0.0,0.0,0,0,63.6,68.0,100.0,53.4,60.0,0.0,100,B
CD011044,26,ratio,100.0,Robust,1.0,Estimator,0,100,Clean,0.8801,0,3.19,FALSE_REASSURANCE,37.1,0.0716,10.0,Low_Risk,-0.06,no_extraction,0.019230769230769232,0.0,0.0154,1,74.2,100.0,100.0,56.2,90.0,1.9,96.9,B
CD011120,9,ratio,92.38,Robust,0.009523809523809525,Leave-One-Out,0,100,Suspected,0.2753,3,1.21,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,0.6,insufficient,0.631578947368421,0.08333333333333333,0.0357,1,89.0,92.4,100.0,95.8,90.0,63.2,92.9,A
CD011197,6,ratio,90.48,Robust,0.0,Leave-One-Out,0,100,Suspected,0.4257,1,1.42,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.27,no_extraction,0.0,0.0,0.0333,1,79.2,90.5,100.0,91.6,100.0,0.0,93.3,B
CD011204,13,ratio,65.08,Fragile,0.6507936507936508,Bias Correction,0,50,Discordant,0.1399,0,3.39,FALSE_REASSURANCE,68.4,0.0895,25.0,Moderate_Risk,-1.74,no_extraction,0.0,0.0,0.0333,1,64.3,65.1,100.0,52.2,75.0,0.0,93.3,B
CD011305,3,ratio,41.67,Unstable,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.63,CONCORDANT_NS,1.4,0.0208,0.0,Low_Risk,-0.08,no_extraction,0.0,0.0,0.0286,2,56.0,41.7,100.0,0,100.0,0.0,94.3,C
CD011330,4,ratio,62.22,Fragile,0.1111111111111111,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.56,no_extraction,0.0,0.0,0,0,73.0,62.2,100.0,76.0,100.0,0.0,100,B
CD011381,46,ratio,15.47,Unstable,0.15467747382641,Bias Correction,0,50,Discordant,0.1306,3,5.26,FALSE_REASSURANCE,68.4,0.2234,65.0,High_Risk,8.08,no_extraction,0.021739130434782608,0.0,0.3707,43,32.2,15.5,100.0,14.8,35.0,2.2,25.9,D
CD011535,38,ratio,100.0,Robust,1.0,Estimator,3,100,Suspected,0.0107,7,3.3,CONCORDANT_SIG,29.2,0.2172,30.0,Moderate_Risk,3.61,insufficient,0.02564102564102564,0.2,0.0352,7,63.7,100.0,62.5,54.0,70.0,2.6,93.0,B
CD011575,4,ratio,74.92,Moderate,0.050793650793650794,Leave-One-Out,0,0,unknown,1.0,0,4.32,CONCORDANT_NS,73.2,0.1037,15.0,Low_Risk,0.63,no_extraction,0.25,0.0,0.0294,1,68.8,74.9,100.0,33.6,85.0,25.0,94.1,B
CD011600,5,ratio,70.37,Moderate,0.7037037037037037,Bias Correction,0,100,Clean,0.3065,1,1.62,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-0.56,insufficient,0.2222222222222222,0.5,0,0,80.0,70.4,100.0,87.6,100.0,22.2,100,A
CD011626,11,ratio,62.17,Fragile,0.06481481481481481,Bias Correction,0,50,Discordant,0.1857,3,2.19,CONCORDANT_NS,30.0,0.3305,0.0,Low_Risk,-0.19,no_extraction,0.11764705882352941,0.0,0.0556,1,73.2,62.2,100.0,76.2,100.0,11.8,88.9,B
CD011627,8,ratio,86.77,Moderate,0.07407407407407407,Leave-One-Out,0,100,Suspected,0.8734,0,3.03,CONCORDANT_NS,68.8,0.6937,45.0,Moderate_Risk,2.1,no_extraction,0.1,0.0,0.0323,1,67.5,86.8,100.0,59.4,55.0,10.0,93.5,B
CD011670,7,ratio,71.63,Moderate,0.04563492063492063,Leave-One-Out,1,100,Confirmed,0.1443,1,2.57,CONCORDANT_NS,45.2,0.3688,0.0,Low_Risk,-0.19,no_extraction,0.0,0.0,0,0,71.3,71.6,87.5,68.6,100.0,0.0,100,B
CD011671,17,ratio,64.55,Fragile,0.6455026455026455,Bias Correction,0,100,Clean,0.7494,1,2.43,FALSE_REASSURANCE,25.3,0.0132,15.0,Low_Risk,1.85,no_extraction,0.0,0.0,0,0,70.2,64.5,100.0,71.4,85.0,0.0,100,B
CD011689,31,ratio,100.0,Robust,1.0,Estimator,2,100,Suspected,0.1106,3,4.52,CONCORDANT_SIG,86.6,0.288,75.0,High_Risk,1.24,no_extraction,0.007874015748031496,0.0,0.008,1,54.8,100.0,75.0,29.6,25.0,0.8,98.4,C
CD011762,29,ratio,97.14,Robust,0.0,Leave-One-Out,0,100,Suspected,0.1856,3,1.99,CONCORDANT_NS,10.3,0.0417,10.0,Low_Risk,-0.82,no_extraction,0.003436426116838488,0.0,0.0185,1,77.3,97.1,100.0,80.2,90.0,0.3,96.3,B
CD011778,38,difference,64.35,Fragile,0.6434676434676435,Bias Correction,2,100,Confirmed,0.0596,1,5.98,FALSE_REASSURANCE,97.4,0.1838,50.0,High_Risk,-5.57,no_extraction,0.0,0.0,0,0,48.3,64.3,75.0,0.4,50.0,0.0,100,C
CD011793,13,ratio,61.9,Fragile,0.0,Bias Correction,1,50,Confirmed,0.1808,0,1.12,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.43,no_extraction,0.0,0.0,0,0,74.5,61.9,87.5,97.6,100.0,0.0,100,B
CD011841,4,ratio,71.43,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.64,CONCORDANT_NS,8.6,0.0239,0.0,Low_Risk,-0.19,no_extraction,0.2692307692307692,0.0,0.0309,3,76.6,71.4,100.0,67.2,100.0,26.9,93.8,B
CD011851,4,ratio,73.33,Moderate,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.19,no_extraction,0.0,0.0,0.0435,1,71.8,73.3,100.0,76.0,90.0,0.0,91.3,B
CD011858,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,7.21,CONCORDANT_NS,5.7,0.0895,0.0,Low_Risk,-0.19,no_extraction,0.0,0.0,0.0189,1,66.0,100.0,100.0,0,100.0,0.0,96.2,B
CD011866,28,ratio,100.0,Robust,1.0,Estimator,0,100,Clean,0.4896,0,2.7,FALSE_REASSURANCE,25.5,0.0154,20.0,Low_Risk,-0.16,insufficient,0.25,0.0,0.0135,2,78.0,100.0,100.0,66.0,80.0,25.0,97.3,B
CD011885,7,ratio,79.56,Moderate,0.1626984126984127,Leave-One-Out,0,100,Suspected,0.6566,1,2.4,CONCORDANT_NS,42.6,0.1411,25.0,Moderate_Risk,1.4,no_extraction,0.14285714285714285,0.0,0,0,73.5,79.6,100.0,72.0,75.0,14.3,100,B
CD012067,38,ratio,63.25,Fragile,0.6324786324786325,Bias Correction,1,100,Confirmed,0.5159,1,5.64,FALSE_REASSURANCE,94.0,1.0609,60.0,High_Risk,-3.09,no_extraction,0.02097902097902098,0.0,0.0345,2,48.9,63.2,87.5,7.2,40.0,2.1,93.1,C
CD012079,52,ratio,20.01,Unstable,0.5896975142258161,Bias Correction,1,50,Confirmed,0.0,9,4.7,FALSE_REASSURANCE,48.9,0.7012,30.0,Moderate_Risk,2.15,no_extraction,0.01694915254237288,0.0,0.013,1,50.4,20.0,87.5,26.0,70.0,1.7,97.4,C
CD012170,8,difference,34.22,Unstable,0.6578483245149912,Leave-One-Out,0,100,Suspected,0.3648,0,3.07,CONCORDANT_NS,93.9,14.5461,50.0,High_Risk,0.82,no_extraction,0.875,0.0,0.0286,1,70.8,34.2,100.0,58.6,50.0,87.5,94.3,B
CD012178,5,ratio,61.11,Fragile,0.0,Bias Correction,0,50,Discordant,0.7107,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.16,no_extraction,0.0,0.0,0.0256,1,73.9,61.1,100.0,87.6,100.0,0.0,94.9,B
CD012186,105,ratio,69.18,Fragile,0.6918238993710691,Bias Correction,2,100,Confirmed,0.2554,9,6.67,FALSE_REASSURANCE,58.1,0.1822,65.0,High_Risk,11.79,no_extraction,0.02702702702702703,0.0,0.3707,43,34.6,69.2,75.0,0,35.0,2.7,25.9,D
CD012214,4,ratio,35.56,Unstable,0.35555555555555557,Bias Correction,0,0,unknown,1.0,0,2.2,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.59,no_extraction,0.3333333333333333,0.0,0.2,2,67.5,35.6,100.0,76.0,100.0,33.3,60.0,B
